id,Latitude,Longitude,BackgroundRSL,Date,0.3-MED
SPRINGMAID PIER,33.66,-78.92,1.11,2000,0
SPRINGMAID PIER,33.66,-78.92,1.11,2010,4
SPRINGMAID PIER,33.66,-78.92,1.11,2020,9
SPRINGMAID PIER,33.66,-78.92,1.11,2030,14
SPRINGMAID PIER,33.66,-78.92,1.11,2040,18
SPRINGMAID PIER,33.66,-78.92,1.11,2050,23
SPRINGMAID PIER,33.66,-78.92,1.11,2060,28
SPRINGMAID PIER,33.66,-78.92,1.11,2070,32
SPRINGMAID PIER,33.66,-78.92,1.11,2080,36
SPRINGMAID PIER,33.66,-78.92,1.11,2090,40
SPRINGMAID PIER,33.66,-78.92,1.11,2100,42
SPRINGMAID PIER,33.66,-78.92,1.11,2120,48
SPRINGMAID PIER,33.66,-78.92,1.11,2150,55
SPRINGMAID PIER,33.66,-78.92,1.11,2200,66
LIME TREE BAY,17.69,-64.75,0.38,2000,0
LIME TREE BAY,17.69,-64.75,0.38,2010,3
LIME TREE BAY,17.69,-64.75,0.38,2020,7
LIME TREE BAY,17.69,-64.75,0.38,2030,11
LIME TREE BAY,17.69,-64.75,0.38,2040,14
LIME TREE BAY,17.69,-64.75,0.38,2050,18
LIME TREE BAY,17.69,-64.75,0.38,2060,22
LIME TREE BAY,17.69,-64.75,0.38,2070,25
LIME TREE BAY,17.69,-64.75,0.38,2080,29
LIME TREE BAY,17.69,-64.75,0.38,2090,32
LIME TREE BAY,17.69,-64.75,0.38,2100,34
LIME TREE BAY,17.69,-64.75,0.38,2120,40
LIME TREE BAY,17.69,-64.75,0.38,2150,45
LIME TREE BAY,17.69,-64.75,0.38,2200,51
PENRHYN,-9.02,-158.07,0.49,2000,0
PENRHYN,-9.02,-158.07,0.49,2010,3
PENRHYN,-9.02,-158.07,0.49,2020,7
PENRHYN,-9.02,-158.07,0.49,2030,11
PENRHYN,-9.02,-158.07,0.49,2040,14
PENRHYN,-9.02,-158.07,0.49,2050,19
PENRHYN,-9.02,-158.07,0.49,2060,23
PENRHYN,-9.02,-158.07,0.49,2070,27
PENRHYN,-9.02,-158.07,0.49,2080,31
PENRHYN,-9.02,-158.07,0.49,2090,35
PENRHYN,-9.02,-158.07,0.49,2100,38
PENRHYN,-9.02,-158.07,0.49,2120,46
PENRHYN,-9.02,-158.07,0.49,2150,53
PENRHYN,-9.02,-158.07,0.49,2200,56
FUNAFUTI,-8.53,179.22,0.73,2000,0
FUNAFUTI B,-8.5,179.2,0.73,2000,0
FUNAFUTI,-8.53,179.22,0.73,2010,3
FUNAFUTI B,-8.5,179.2,0.73,2010,3
FUNAFUTI,-8.53,179.22,0.73,2020,7
FUNAFUTI B,-8.5,179.2,0.73,2020,7
FUNAFUTI,-8.53,179.22,0.73,2030,12
FUNAFUTI B,-8.5,179.2,0.73,2030,12
FUNAFUTI,-8.53,179.22,0.73,2040,16
FUNAFUTI B,-8.5,179.2,0.73,2040,16
FUNAFUTI,-8.53,179.22,0.73,2050,21
FUNAFUTI B,-8.5,179.2,0.73,2050,21
FUNAFUTI,-8.53,179.22,0.73,2060,25
FUNAFUTI B,-8.5,179.2,0.73,2060,25
FUNAFUTI,-8.53,179.22,0.73,2070,30
FUNAFUTI B,-8.5,179.2,0.73,2070,30
FUNAFUTI,-8.53,179.22,0.73,2080,35
FUNAFUTI B,-8.5,179.2,0.73,2080,35
FUNAFUTI,-8.53,179.22,0.73,2090,38
FUNAFUTI B,-8.5,179.2,0.73,2090,38
FUNAFUTI,-8.53,179.22,0.73,2100,41
FUNAFUTI B,-8.5,179.2,0.73,2100,41
FUNAFUTI,-8.53,179.22,0.73,2120,51
FUNAFUTI B,-8.5,179.2,0.73,2120,51
FUNAFUTI,-8.53,179.22,0.73,2150,58
FUNAFUTI B,-8.5,179.2,0.73,2150,58
FUNAFUTI,-8.53,179.22,0.73,2200,64
FUNAFUTI B,-8.5,179.2,0.73,2200,64
KAPINGAMARANGI,1.1,154.78,0.5,2000,0
KAPINGAMARANGI,1.1,154.78,0.5,2010,3
KAPINGAMARANGI,1.1,154.78,0.5,2020,7
KAPINGAMARANGI,1.1,154.78,0.5,2030,11
KAPINGAMARANGI,1.1,154.78,0.5,2040,15
KAPINGAMARANGI,1.1,154.78,0.5,2050,20
KAPINGAMARANGI,1.1,154.78,0.5,2060,24
KAPINGAMARANGI,1.1,154.78,0.5,2070,28
KAPINGAMARANGI,1.1,154.78,0.5,2080,32
KAPINGAMARANGI,1.1,154.78,0.5,2090,36
KAPINGAMARANGI,1.1,154.78,0.5,2100,38
KAPINGAMARANGI,1.1,154.78,0.5,2120,46
KAPINGAMARANGI,1.1,154.78,0.5,2150,54
KAPINGAMARANGI,1.1,154.78,0.5,2200,57
SAIPAN,15.23,145.75,-0.07,2000,0
SAIPAN,15.23,145.75,-0.07,2010,2
SAIPAN,15.23,145.75,-0.07,2020,6
SAIPAN,15.23,145.75,-0.07,2030,9
SAIPAN,15.23,145.75,-0.07,2040,14
SAIPAN,15.23,145.75,-0.07,2050,17
SAIPAN,15.23,145.75,-0.07,2060,21
SAIPAN,15.23,145.75,-0.07,2070,26
SAIPAN,15.23,145.75,-0.07,2080,28
SAIPAN,15.23,145.75,-0.07,2090,32
SAIPAN,15.23,145.75,-0.07,2100,36
SAIPAN,15.23,145.75,-0.07,2120,41
SAIPAN,15.23,145.75,-0.07,2150,47
SAIPAN,15.23,145.75,-0.07,2200,45
CUTLER II,44.64,-67.3,0.76,2000,0
CUTLER II,44.64,-67.3,0.76,2010,4
CUTLER II,44.64,-67.3,0.76,2020,9
CUTLER II,44.64,-67.3,0.76,2030,14
CUTLER II,44.64,-67.3,0.76,2040,17
CUTLER II,44.64,-67.3,0.76,2050,22
CUTLER II,44.64,-67.3,0.76,2060,27
CUTLER II,44.64,-67.3,0.76,2070,31
CUTLER II,44.64,-67.3,0.76,2080,34
CUTLER II,44.64,-67.3,0.76,2090,37
CUTLER II,44.64,-67.3,0.76,2100,38
CUTLER II,44.64,-67.3,0.76,2120,41
CUTLER II,44.64,-67.3,0.76,2150,47
CUTLER II,44.64,-67.3,0.76,2200,52
RIMOUSKI,48.48,-68.52,-1.88,2000,0
RIMOUSKI,48.48,-68.52,-1.88,2010,1
RIMOUSKI,48.48,-68.52,-1.88,2020,4
RIMOUSKI,48.48,-68.52,-1.88,2030,5
RIMOUSKI,48.48,-68.52,-1.88,2040,7
RIMOUSKI,48.48,-68.52,-1.88,2050,9
RIMOUSKI,48.48,-68.52,-1.88,2060,11
RIMOUSKI,48.48,-68.52,-1.88,2070,12
RIMOUSKI,48.48,-68.52,-1.88,2080,11
RIMOUSKI,48.48,-68.52,-1.88,2090,12
RIMOUSKI,48.48,-68.52,-1.88,2100,12
RIMOUSKI,48.48,-68.52,-1.88,2120,8
RIMOUSKI,48.48,-68.52,-1.88,2150,4
RIMOUSKI,48.48,-68.52,-1.88,2200,-4
CHERRY POINT,48.86,-122.76,-1.99,2000,0
CHERRY POINT,48.86,-122.76,-1.99,2010,0
CHERRY POINT,48.86,-122.76,-1.99,2020,-1
CHERRY POINT,48.86,-122.76,-1.99,2030,0
CHERRY POINT,48.86,-122.76,-1.99,2040,1
CHERRY POINT,48.86,-122.76,-1.99,2050,2
CHERRY POINT,48.86,-122.76,-1.99,2060,2
CHERRY POINT,48.86,-122.76,-1.99,2070,3
CHERRY POINT,48.86,-122.76,-1.99,2080,4
CHERRY POINT,48.86,-122.76,-1.99,2090,4
CHERRY POINT,48.86,-122.76,-1.99,2100,5
CHERRY POINT,48.86,-122.76,-1.99,2120,4
CHERRY POINT,48.86,-122.76,-1.99,2150,4
CHERRY POINT,48.86,-122.76,-1.99,2200,-4
SAND POINT,55.34,-160.5,0.37,2000,0
SAND POINT,55.34,-160.5,0.37,2010,2
SAND POINT,55.34,-160.5,0.37,2020,4
SAND POINT,55.34,-160.5,0.37,2030,7
SAND POINT,55.34,-160.5,0.37,2040,10
SAND POINT,55.34,-160.5,0.37,2050,13
SAND POINT,55.34,-160.5,0.37,2060,15
SAND POINT,55.34,-160.5,0.37,2070,18
SAND POINT,55.34,-160.5,0.37,2080,20
SAND POINT,55.34,-160.5,0.37,2090,23
SAND POINT,55.34,-160.5,0.37,2100,24
SAND POINT,55.34,-160.5,0.37,2120,28
SAND POINT,55.34,-160.5,0.37,2150,32
SAND POINT,55.34,-160.5,0.37,2200,31
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2000,0
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2010,6
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2020,12
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2030,18
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2040,24
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2050,30
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2060,36
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2070,43
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2080,48
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2090,52
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2100,56
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2120,65
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2150,76
CHESAPEAKE BAY BR. TUN.,36.97,-76.11,2.44,2200,92
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2000,0
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2010,5
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2020,11
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2030,17
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2040,23
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2050,29
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2060,34
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2070,40
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2080,45
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2090,50
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2100,52
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2120,61
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2150,71
DUCK PIER OUTSIDE,36.18,-75.75,2.22,2200,86
BERGEN POINT,40.64,-74.14,1.68,2000,0
BERGEN POINT,40.64,-74.14,1.68,2010,6
BERGEN POINT,40.64,-74.14,1.68,2020,11
BERGEN POINT,40.64,-74.14,1.68,2030,16
BERGEN POINT,40.64,-74.14,1.68,2040,21
BERGEN POINT,40.64,-74.14,1.68,2050,27
BERGEN POINT,40.64,-74.14,1.68,2060,32
BERGEN POINT,40.64,-74.14,1.68,2070,38
BERGEN POINT,40.64,-74.14,1.68,2080,42
BERGEN POINT,40.64,-74.14,1.68,2090,46
BERGEN POINT,40.64,-74.14,1.68,2100,48
BERGEN POINT,40.64,-74.14,1.68,2120,54
BERGEN POINT,40.64,-74.14,1.68,2150,63
BERGEN POINT,40.64,-74.14,1.68,2200,73
CLEARWATER BEACH,27.98,-82.83,1.06,2000,0
CLEARWATER BEACH,27.98,-82.83,1.06,2010,4
CLEARWATER BEACH,27.98,-82.83,1.06,2020,9
CLEARWATER BEACH,27.98,-82.83,1.06,2030,13
CLEARWATER BEACH,27.98,-82.83,1.06,2040,18
CLEARWATER BEACH,27.98,-82.83,1.06,2050,24
CLEARWATER BEACH,27.98,-82.83,1.06,2060,28
CLEARWATER BEACH,27.98,-82.83,1.06,2070,33
CLEARWATER BEACH,27.98,-82.83,1.06,2080,37
CLEARWATER BEACH,27.98,-82.83,1.06,2090,39
CLEARWATER BEACH,27.98,-82.83,1.06,2100,43
CLEARWATER BEACH,27.98,-82.83,1.06,2120,49
CLEARWATER BEACH,27.98,-82.83,1.06,2150,56
CLEARWATER BEACH,27.98,-82.83,1.06,2200,67
N. SPIT,40.77,-124.22,2.45,2000,0
N. SPIT,40.77,-124.22,2.45,2010,4
N. SPIT,40.77,-124.22,2.45,2020,10
N. SPIT,40.77,-124.22,2.45,2030,15
N. SPIT,40.77,-124.22,2.45,2040,21
N. SPIT,40.77,-124.22,2.45,2050,28
N. SPIT,40.77,-124.22,2.45,2060,34
N. SPIT,40.77,-124.22,2.45,2070,39
N. SPIT,40.77,-124.22,2.45,2080,45
N. SPIT,40.77,-124.22,2.45,2090,50
N. SPIT,40.77,-124.22,2.45,2100,55
N. SPIT,40.77,-124.22,2.45,2120,65
N. SPIT,40.77,-124.22,2.45,2150,78
N. SPIT,40.77,-124.22,2.45,2200,95
PORT ORFORD,42.74,-124.5,-0.67,2000,0
PORT ORFORD,42.74,-124.5,-0.67,2010,1
PORT ORFORD,42.74,-124.5,-0.67,2020,4
PORT ORFORD,42.74,-124.5,-0.67,2030,6
PORT ORFORD,42.74,-124.5,-0.67,2040,8
PORT ORFORD,42.74,-124.5,-0.67,2050,11
PORT ORFORD,42.74,-124.5,-0.67,2060,14
PORT ORFORD,42.74,-124.5,-0.67,2070,17
PORT ORFORD,42.74,-124.5,-0.67,2080,19
PORT ORFORD,42.74,-124.5,-0.67,2090,21
PORT ORFORD,42.74,-124.5,-0.67,2100,24
PORT ORFORD,42.74,-124.5,-0.67,2120,27
PORT ORFORD,42.74,-124.5,-0.67,2150,30
PORT ORFORD,42.74,-124.5,-0.67,2200,31
PANAMA CITY,30.15,-85.67,0.4,2000,0
PANAMA CITY,30.15,-85.67,0.4,2010,3
PANAMA CITY,30.15,-85.67,0.4,2020,7
PANAMA CITY,30.15,-85.67,0.4,2030,11
PANAMA CITY,30.15,-85.67,0.4,2040,15
PANAMA CITY,30.15,-85.67,0.4,2050,19
PANAMA CITY,30.15,-85.67,0.4,2060,23
PANAMA CITY,30.15,-85.67,0.4,2070,26
PANAMA CITY,30.15,-85.67,0.4,2080,29
PANAMA CITY,30.15,-85.67,0.4,2090,32
PANAMA CITY,30.15,-85.67,0.4,2100,34
PANAMA CITY,30.15,-85.67,0.4,2120,38
PANAMA CITY,30.15,-85.67,0.4,2150,45
PANAMA CITY,30.15,-85.67,0.4,2200,50
VACA KEY,24.71,-81.11,1.06,2000,0
VACA KEY,24.71,-81.11,1.06,2010,4
VACA KEY,24.71,-81.11,1.06,2020,8
VACA KEY,24.71,-81.11,1.06,2030,13
VACA KEY,24.71,-81.11,1.06,2040,17
VACA KEY,24.71,-81.11,1.06,2050,22
VACA KEY,24.71,-81.11,1.06,2060,27
VACA KEY,24.71,-81.11,1.06,2070,31
VACA KEY,24.71,-81.11,1.06,2080,35
VACA KEY,24.71,-81.11,1.06,2090,38
VACA KEY,24.71,-81.11,1.06,2100,41
VACA KEY,24.71,-81.11,1.06,2120,47
VACA KEY,24.71,-81.11,1.06,2150,54
VACA KEY,24.71,-81.11,1.06,2200,64
BECANCOUR,46.4,-72.38,-2.46,2000,0
BECANCOUR,46.4,-72.38,-2.46,2010,0
BECANCOUR,46.4,-72.38,-2.46,2020,2
BECANCOUR,46.4,-72.38,-2.46,2030,3
BECANCOUR,46.4,-72.38,-2.46,2040,4
BECANCOUR,46.4,-72.38,-2.46,2050,6
BECANCOUR,46.4,-72.38,-2.46,2060,7
BECANCOUR,46.4,-72.38,-2.46,2070,7
BECANCOUR,46.4,-72.38,-2.46,2080,8
BECANCOUR,46.4,-72.38,-2.46,2090,7
BECANCOUR,46.4,-72.38,-2.46,2100,6
BECANCOUR,46.4,-72.38,-2.46,2120,2
BECANCOUR,46.4,-72.38,-2.46,2150,-2
BECANCOUR,46.4,-72.38,-2.46,2200,-12
WINTER HARBOUR,50.52,-128.03,-1.91,2000,0
WINTER HARBOUR,50.52,-128.03,-1.91,2010,0
WINTER HARBOUR,50.52,-128.03,-1.91,2020,-1
WINTER HARBOUR,50.52,-128.03,-1.91,2030,0
WINTER HARBOUR,50.52,-128.03,-1.91,2040,1
WINTER HARBOUR,50.52,-128.03,-1.91,2050,3
WINTER HARBOUR,50.52,-128.03,-1.91,2060,3
WINTER HARBOUR,50.52,-128.03,-1.91,2070,4
WINTER HARBOUR,50.52,-128.03,-1.91,2080,5
WINTER HARBOUR,50.52,-128.03,-1.91,2090,5
WINTER HARBOUR,50.52,-128.03,-1.91,2100,5
WINTER HARBOUR,50.52,-128.03,-1.91,2120,5
WINTER HARBOUR,50.52,-128.03,-1.91,2150,3
WINTER HARBOUR,50.52,-128.03,-1.91,2200,-5
NOME,64.5,-165.43,0.72,2000,0
NOME,64.5,-165.43,0.72,2010,1
NOME,64.5,-165.43,0.72,2020,2
NOME,64.5,-165.43,0.72,2030,4
NOME,64.5,-165.43,0.72,2040,6
NOME,64.5,-165.43,0.72,2050,8
NOME,64.5,-165.43,0.72,2060,9
NOME,64.5,-165.43,0.72,2070,10
NOME,64.5,-165.43,0.72,2080,13
NOME,64.5,-165.43,0.72,2090,14
NOME,64.5,-165.43,0.72,2100,15
NOME,64.5,-165.43,0.72,2120,16
NOME,64.5,-165.43,0.72,2150,16
NOME,64.5,-165.43,0.72,2200,11
BETIO,1.37,172.93,0.77,2000,0
BETIO,1.37,172.93,0.77,2010,3
BETIO,1.37,172.93,0.77,2020,7
BETIO,1.37,172.93,0.77,2030,11
BETIO,1.37,172.93,0.77,2040,16
BETIO,1.37,172.93,0.77,2050,21
BETIO,1.37,172.93,0.77,2060,26
BETIO,1.37,172.93,0.77,2070,30
BETIO,1.37,172.93,0.77,2080,35
BETIO,1.37,172.93,0.77,2090,38
BETIO,1.37,172.93,0.77,2100,41
BETIO,1.37,172.93,0.77,2120,49
BETIO,1.37,172.93,0.77,2150,57
BETIO,1.37,172.93,0.77,2200,62
LAUTOKA,-17.6,177.44,1.23,2000,0
LAUTOKA,-17.6,177.44,1.23,2010,4
LAUTOKA,-17.6,177.44,1.23,2020,7
LAUTOKA,-17.6,177.44,1.23,2030,13
LAUTOKA,-17.6,177.44,1.23,2040,18
LAUTOKA,-17.6,177.44,1.23,2050,22
LAUTOKA,-17.6,177.44,1.23,2060,27
LAUTOKA,-17.6,177.44,1.23,2070,33
LAUTOKA,-17.6,177.44,1.23,2080,39
LAUTOKA,-17.6,177.44,1.23,2090,42
LAUTOKA,-17.6,177.44,1.23,2100,45
LAUTOKA,-17.6,177.44,1.23,2120,54
LAUTOKA,-17.6,177.44,1.23,2150,64
LAUTOKA,-17.6,177.44,1.23,2200,70
SABINE PASS NORTH,29.73,-93.87,4.01,2000,0
SABINE PASS NORTH,29.73,-93.87,4.01,2010,7
SABINE PASS NORTH,29.73,-93.87,4.01,2020,14
SABINE PASS NORTH,29.73,-93.87,4.01,2030,21
SABINE PASS NORTH,29.73,-93.87,4.01,2040,29
SABINE PASS NORTH,29.73,-93.87,4.01,2050,37
SABINE PASS NORTH,29.73,-93.87,4.01,2060,44
SABINE PASS NORTH,29.73,-93.87,4.01,2070,51
SABINE PASS NORTH,29.73,-93.87,4.01,2080,57
SABINE PASS NORTH,29.73,-93.87,4.01,2090,63
SABINE PASS NORTH,29.73,-93.87,4.01,2100,69
SABINE PASS NORTH,29.73,-93.87,4.01,2120,81
SABINE PASS NORTH,29.73,-93.87,4.01,2150,97
SABINE PASS NORTH,29.73,-93.87,4.01,2200,122
MAJURO-C,7.11,171.37,0.5,2000,0
MAJURO-C,7.11,171.37,0.5,2010,3
MAJURO-C,7.11,171.37,0.5,2020,7
MAJURO-C,7.11,171.37,0.5,2030,12
MAJURO-C,7.11,171.37,0.5,2040,16
MAJURO-C,7.11,171.37,0.5,2050,21
MAJURO-C,7.11,171.37,0.5,2060,26
MAJURO-C,7.11,171.37,0.5,2070,30
MAJURO-C,7.11,171.37,0.5,2080,34
MAJURO-C,7.11,171.37,0.5,2090,39
MAJURO-C,7.11,171.37,0.5,2100,42
MAJURO-C,7.11,171.37,0.5,2120,50
MAJURO-C,7.11,171.37,0.5,2150,58
MAJURO-C,7.11,171.37,0.5,2200,63
FUNAFUTI B,-8.5,179.2,0.73,2000,0
FUNAFUTI B,-8.5,179.2,0.73,2010,3
FUNAFUTI B,-8.5,179.2,0.73,2020,7
FUNAFUTI B,-8.5,179.2,0.73,2030,12
FUNAFUTI B,-8.5,179.2,0.73,2040,16
FUNAFUTI B,-8.5,179.2,0.73,2050,21
FUNAFUTI B,-8.5,179.2,0.73,2060,25
FUNAFUTI B,-8.5,179.2,0.73,2070,30
FUNAFUTI B,-8.5,179.2,0.73,2080,35
FUNAFUTI B,-8.5,179.2,0.73,2090,38
FUNAFUTI B,-8.5,179.2,0.73,2100,41
FUNAFUTI B,-8.5,179.2,0.73,2120,51
FUNAFUTI B,-8.5,179.2,0.73,2150,58
FUNAFUTI B,-8.5,179.2,0.73,2200,64
APIA B,-13.83,-171.76,1.29,2000,0
APIA B,-13.83,-171.76,1.29,2010,4
APIA B,-13.83,-171.76,1.29,2020,9
APIA B,-13.83,-171.76,1.29,2030,14
APIA B,-13.83,-171.76,1.29,2040,18
APIA B,-13.83,-171.76,1.29,2050,23
APIA B,-13.83,-171.76,1.29,2060,29
APIA B,-13.83,-171.76,1.29,2070,34
APIA B,-13.83,-171.76,1.29,2080,39
APIA B,-13.83,-171.76,1.29,2090,44
APIA B,-13.83,-171.76,1.29,2100,48
APIA B,-13.83,-171.76,1.29,2120,56
APIA B,-13.83,-171.76,1.29,2150,66
APIA B,-13.83,-171.76,1.29,2200,74
PORT VILA B,-17.76,168.31,0.52,2000,0
PORT VILA B,-17.76,168.31,0.52,2010,3
PORT VILA B,-17.76,168.31,0.52,2020,6
PORT VILA B,-17.76,168.31,0.52,2030,11
PORT VILA B,-17.76,168.31,0.52,2040,14
PORT VILA B,-17.76,168.31,0.52,2050,19
PORT VILA B,-17.76,168.31,0.52,2060,22
PORT VILA B,-17.76,168.31,0.52,2070,27
PORT VILA B,-17.76,168.31,0.52,2080,32
PORT VILA B,-17.76,168.31,0.52,2090,35
PORT VILA B,-17.76,168.31,0.52,2100,37
PORT VILA B,-17.76,168.31,0.52,2120,44
PORT VILA B,-17.76,168.31,0.52,2150,52
PORT VILA B,-17.76,168.31,0.52,2200,54
NUKU'ALOFA B,-21.14,-175.18,0.89,2000,0
NUKU'ALOFA B,-21.14,-175.18,0.89,2010,3
NUKU'ALOFA B,-21.14,-175.18,0.89,2020,6
NUKU'ALOFA B,-21.14,-175.18,0.89,2030,12
NUKU'ALOFA B,-21.14,-175.18,0.89,2040,17
NUKU'ALOFA B,-21.14,-175.18,0.89,2050,21
NUKU'ALOFA B,-21.14,-175.18,0.89,2060,25
NUKU'ALOFA B,-21.14,-175.18,0.89,2070,29
NUKU'ALOFA B,-21.14,-175.18,0.89,2080,35
NUKU'ALOFA B,-21.14,-175.18,0.89,2090,39
NUKU'ALOFA B,-21.14,-175.18,0.89,2100,42
NUKU'ALOFA B,-21.14,-175.18,0.89,2120,49
NUKU'ALOFA B,-21.14,-175.18,0.89,2150,57
NUKU'ALOFA B,-21.14,-175.18,0.89,2200,61
RAROTONGA B,-21.2,-159.78,0.57,2000,0
RAROTONGA B,-21.2,-159.78,0.57,2010,3
RAROTONGA B,-21.2,-159.78,0.57,2020,6
RAROTONGA B,-21.2,-159.78,0.57,2030,11
RAROTONGA B,-21.2,-159.78,0.57,2040,15
RAROTONGA B,-21.2,-159.78,0.57,2050,18
RAROTONGA B,-21.2,-159.78,0.57,2060,22
RAROTONGA B,-21.2,-159.78,0.57,2070,27
RAROTONGA B,-21.2,-159.78,0.57,2080,31
RAROTONGA B,-21.2,-159.78,0.57,2090,35
RAROTONGA B,-21.2,-159.78,0.57,2100,39
RAROTONGA B,-21.2,-159.78,0.57,2120,45
RAROTONGA B,-21.2,-159.78,0.57,2150,52
RAROTONGA B,-21.2,-159.78,0.57,2200,55
NAURU-B,-0.53,166.91,0.79,2000,0
NAURU-B,-0.53,166.91,0.79,2010,3
NAURU-B,-0.53,166.91,0.79,2020,7
NAURU-B,-0.53,166.91,0.79,2030,11
NAURU-B,-0.53,166.91,0.79,2040,16
NAURU-B,-0.53,166.91,0.79,2050,22
NAURU-B,-0.53,166.91,0.79,2060,26
NAURU-B,-0.53,166.91,0.79,2070,31
NAURU-B,-0.53,166.91,0.79,2080,35
NAURU-B,-0.53,166.91,0.79,2090,38
NAURU-B,-0.53,166.91,0.79,2100,41
NAURU-B,-0.53,166.91,0.79,2120,49
NAURU-B,-0.53,166.91,0.79,2150,58
NAURU-B,-0.53,166.91,0.79,2200,62
PRUDHOE BAY,70.4,-148.53,3.2,2000,0
PRUDHOE BAY,70.4,-148.53,3.2,2010,3
PRUDHOE BAY,70.4,-148.53,3.2,2020,7
PRUDHOE BAY,70.4,-148.53,3.2,2030,11
PRUDHOE BAY,70.4,-148.53,3.2,2040,15
PRUDHOE BAY,70.4,-148.53,3.2,2050,19
PRUDHOE BAY,70.4,-148.53,3.2,2060,22
PRUDHOE BAY,70.4,-148.53,3.2,2070,25
PRUDHOE BAY,70.4,-148.53,3.2,2080,29
PRUDHOE BAY,70.4,-148.53,3.2,2090,32
PRUDHOE BAY,70.4,-148.53,3.2,2100,34
PRUDHOE BAY,70.4,-148.53,3.2,2120,40
PRUDHOE BAY,70.4,-148.53,3.2,2150,45
PRUDHOE BAY,70.4,-148.53,3.2,2200,51
VIRGINIA KEY,25.73,-80.16,0.78,2000,0
VIRGINIA KEY,25.73,-80.16,0.78,2010,3
VIRGINIA KEY,25.73,-80.16,0.78,2020,8
VIRGINIA KEY,25.73,-80.16,0.78,2030,12
VIRGINIA KEY,25.73,-80.16,0.78,2040,17
VIRGINIA KEY,25.73,-80.16,0.78,2050,22
VIRGINIA KEY,25.73,-80.16,0.78,2060,27
VIRGINIA KEY,25.73,-80.16,0.78,2070,30
VIRGINIA KEY,25.73,-80.16,0.78,2080,34
VIRGINIA KEY,25.73,-80.16,0.78,2090,37
VIRGINIA KEY,25.73,-80.16,0.78,2100,41
VIRGINIA KEY,25.73,-80.16,0.78,2120,46
VIRGINIA KEY,25.73,-80.16,0.78,2150,52
VIRGINIA KEY,25.73,-80.16,0.78,2200,61
HONIARA-B,-9.43,159.96,0.04,2000,0
HONIARA-B,-9.43,159.96,0.04,2010,2
HONIARA-B,-9.43,159.96,0.04,2020,5
HONIARA-B,-9.43,159.96,0.04,2030,9
HONIARA-B,-9.43,159.96,0.04,2040,13
HONIARA-B,-9.43,159.96,0.04,2050,17
HONIARA-B,-9.43,159.96,0.04,2060,21
HONIARA-B,-9.43,159.96,0.04,2070,25
HONIARA-B,-9.43,159.96,0.04,2080,28
HONIARA-B,-9.43,159.96,0.04,2090,32
HONIARA-B,-9.43,159.96,0.04,2100,35
HONIARA-B,-9.43,159.96,0.04,2120,40
HONIARA-B,-9.43,159.96,0.04,2150,48
HONIARA-B,-9.43,159.96,0.04,2200,50
CORPUS CHRISTI,27.58,-97.22,2.98,2000,0
CORPUS CHRISTI,27.58,-97.22,2.98,2010,6
CORPUS CHRISTI,27.58,-97.22,2.98,2020,12
CORPUS CHRISTI,27.58,-97.22,2.98,2030,19
CORPUS CHRISTI,27.58,-97.22,2.98,2040,26
CORPUS CHRISTI,27.58,-97.22,2.98,2050,32
CORPUS CHRISTI,27.58,-97.22,2.98,2060,39
CORPUS CHRISTI,27.58,-97.22,2.98,2070,45
CORPUS CHRISTI,27.58,-97.22,2.98,2080,50
CORPUS CHRISTI,27.58,-97.22,2.98,2090,56
CORPUS CHRISTI,27.58,-97.22,2.98,2100,61
CORPUS CHRISTI,27.58,-97.22,2.98,2120,71
CORPUS CHRISTI,27.58,-97.22,2.98,2150,85
CORPUS CHRISTI,27.58,-97.22,2.98,2200,107
CABO CRUZ,19.83,-77.73,-0.05,2000,0
CABO CRUZ,19.83,-77.73,-0.05,2010,2
CABO CRUZ,19.83,-77.73,-0.05,2020,5
